timestamp,temp,motor_speed,current_draw,battery_voltage,pitch
581.0,85.38,101.7,2.77,3.166,7.07
582.0,85.02,97.9,2.9,3.182,7.02
583.0,84.68,103.2,2.54,3.177,6.9
584.0,84.26,111.4,2.88,3.18,6.97
585.0,83.99,100.9,2.8,3.163,7.0
586.0,83.74,101.2,2.86,3.169,6.84
587.0,83.3,97.7,2.7,3.162,6.89
588.0,82.8,95.8,2.56,3.164,6.77
589.0,82.4,104.2,2.6,3.163,6.65
590.0,81.97,95.7,2.65,3.173,6.38
591.0,81.6,100.4,2.49,3.164,6.17
592.0,81.35,97.6,2.08,3.171,6.05
593.0,80.98,102.4,2.82,3.168,5.96
594.0,80.61,101.7,2.91,3.176,5.82
595.0,80.27,105.2,2.31,3.157,5.36
596.0,80.02,97.4,2.46,3.17,5.38
597.0,79.48,98.7,2.8,3.169,5.2
598.0,79.08,95.1,3.04,3.158,4.95
599.0,78.79,97.8,2.67,3.167,4.91
600.0,78.59,101.9,2.58,3.163,4.63
601.0,78.24,103.8,2.72,3.16,4.52
602.0,77.73,95.4,2.91,3.156,4.18
603.0,77.47,104.3,2.64,3.156,4.12
604.0,77.09,106.8,2.64,3.17,4.02
605.0,76.67,102.1,2.63,3.159,3.83
606.0,76.29,109.4,2.65,3.162,3.44
607.0,75.92,96.1,2.67,3.154,3.4
608.0,75.58,93.8,2.93,3.153,3.27
609.0,75.08,91.1,2.63,3.162,3.26
610.0,74.86,107.5,2.76,3.149,3.2
611.0,74.68,103.3,2.69,3.154,2.98
612.0,74.47,99.7,2.38,3.155,3.03
613.0,74.11,101.4,2.9,3.155,2.8
614.0,73.81,94.4,2.6,3.153,3.15
615.0,73.53,112.2,2.85,3.155,2.97
616.0,73.32,100.6,3.35,3.156,3.06
617.0,73.14,100.5,2.77,3.156,3.08
618.0,72.79,103.6,2.6,3.147,3.3
619.0,72.54,102.4,2.65,3.15,3.0
620.0,72.32,101.1,2.95,3.157,3.39
621.0,72.2,96.0,2.66,3.155,3.51
622.0,72.01,102.4,2.45,3.143,3.62
623.0,71.86,109.4,3.02,3.151,3.99
624.0,71.61,106.7,2.67,3.139,3.9
625.0,71.5,108.0,3.19,3.148,4.24
626.0,71.29,97.4,2.88,3.157,4.38
627.0,70.94,95.1,2.54,3.142,4.67
628.0,70.85,99.4,2.95,3.142,4.67
629.0,70.67,100.3,2.72,3.149,4.86
630.0,70.39,105.5,2.95,3.137,5.25
631.0,70.16,91.5,2.67,3.141,5.38
632.0,69.96,107.6,2.65,3.147,5.38
633.0,69.76,99.2,2.56,3.14,5.67
634.0,69.55,97.9,2.87,3.142,5.94
635.0,69.37,94.9,2.56,3.146,6.16
636.0,69.31,91.7,2.5,3.144,6.17
637.0,69.17,104.1,2.57,3.143,6.1
638.0,68.99,100.4,2.79,3.139,6.58
639.0,68.86,93.6,3.02,3.142,6.53
640.0,68.57,93.5,2.39,3.139,6.55
641.0,68.4,98.3,2.68,3.141,6.56
642.0,68.35,108.3,3.11,3.136,6.99
643.0,68.13,98.7,2.66,3.137,6.97
644.0,67.84,92.5,2.68,3.132,6.97
645.0,67.58,98.8,2.47,3.137,7.14
646.0,67.26,98.6,2.77,3.132,7.05
647.0,66.97,86.5,2.46,3.13,7.12
648.0,66.72,99.7,2.89,3.137,6.77
649.0,66.39,98.8,2.92,3.136,6.84
650.0,66.18,103.5,3.27,3.138,6.6
651.0,66.06,109.2,2.95,3.131,6.63
652.0,65.76,105.6,2.85,3.135,6.51
653.0,65.73,98.7,2.72,3.135,6.46
654.0,65.62,94.5,2.55,3.134,6.25
655.0,65.5,112.9,2.96,3.127,6.15
656.0,65.25,100.3,2.65,3.131,5.98
657.0,65.18,100.1,2.73,3.132,5.95
658.0,64.88,99.9,2.96,3.13,5.51
659.0,64.79,101.0,2.51,3.119,5.25
660.0,64.6,99.3,2.92,3.129,5.17
661.0,64.48,97.1,2.92,3.139,4.87
662.0,64.17,97.3,2.64,3.126,4.9
663.0,63.92,99.8,2.27,3.123,4.52
664.0,63.82,97.3,2.54,3.128,4.3
665.0,63.6,96.4,2.91,3.127,4.13
666.0,63.5,100.5,2.7,3.131,4.07
667.0,63.2,98.7,2.48,3.119,3.81
668.0,63.12,107.5,2.71,3.128,3.61
669.0,62.82,86.7,2.67,3.127,3.7
670.0,62.74,105.5,2.89,3.122,3.32
671.0,62.63,106.2,2.75,3.124,3.29
672.0,62.41,89.6,2.47,3.127,3.26
673.0,62.33,98.3,2.6,3.126,2.95
674.0,62.18,98.1,2.49,3.115,3.11
675.0,61.99,93.0,2.92,3.125,2.92
676.0,61.75,96.1,2.58,3.12,3.08
677.0,61.4,94.4,2.86,3.12,2.91
678.0,61.25,108.8,3.14,3.119,3.09
679.0,60.94,104.7,2.97,3.117,3.18
680.0,60.82,106.4,2.71,3.124,3.21
681.0,60.65,103.6,2.83,3.117,3.23
682.0,60.56,94.4,2.61,3.111,3.28
683.0,60.39,97.4,2.48,3.114,3.36
684.0,60.22,102.4,2.8,3.116,3.69
685.0,60.17,93.9,2.37,3.121,3.62
686.0,60.07,103.6,2.99,3.117,3.74
687.0,59.95,98.8,2.59,3.11,4.08
688.0,59.85,98.1,2.71,3.126,4.11
689.0,59.55,103.6,2.81,3.114,4.29
690.0,59.52,102.2,2.68,3.119,4.43
691.0,59.44,98.2,2.79,3.111,4.72
692.0,59.22,105.8,2.69,3.114,4.96
693.0,59.1,94.6,2.79,3.115,5.19
694.0,59.0,103.1,2.48,3.116,5.46
695.0,58.86,103.0,2.77,3.115,5.61
696.0,58.78,98.5,3.06,3.113,5.73
697.0,58.8,101.6,2.52,3.107,5.91
698.0,58.76,93.7,2.47,3.105,6.16
699.0,58.52,104.6,2.87,3.109,6.39
700.0,58.44,99.1,2.72,3.112,6.43
701.0,58.47,97.4,2.73,3.105,6.5
702.0,58.39,105.2,2.88,3.111,6.57
703.0,58.38,96.5,2.77,3.112,6.62
704.0,58.47,93.0,2.82,3.1,6.92
705.0,58.45,92.2,2.67,3.1,6.98
706.0,58.37,103.0,2.7,3.103,7.02
707.0,58.35,93.6,2.74,3.105,6.98
708.0,58.26,108.8,3.21,3.1,7.14
709.0,58.12,89.6,2.52,3.109,6.94
710.0,57.98,108.5,2.63,3.103,7.05
711.0,58.05,101.1,2.94,3.101,6.9
712.0,57.84,99.5,2.67,3.093,6.77
713.0,57.86,97.3,2.22,3.093,6.8
714.0,57.81,102.0,2.9,3.101,6.68
715.0,57.56,99.8,2.59,3.088,6.55
716.0,57.49,105.5,2.76,3.103,6.38
717.0,57.19,100.6,2.77,3.097,6.22
718.0,57.15,100.8,2.75,3.113,6.3
719.0,57.14,98.2,2.81,3.108,6.0
720.0,56.98,99.7,2.61,3.095,5.77
721.0,56.89,101.5,2.83,3.095,5.52
722.0,56.98,91.4,2.52,3.1,5.41
723.0,56.87,93.3,2.75,3.103,5.17
724.0,56.64,103.7,2.88,3.086,4.92
725.0,56.69,100.9,2.53,3.084,4.68
726.0,56.8,99.1,2.9,3.09,4.51
727.0,56.7,100.1,2.59,3.095,4.01
728.0,56.66,101.7,2.89,3.094,4.16
729.0,56.71,97.3,2.73,3.096,3.92
730.0,56.52,96.1,3.01,3.084,3.96
731.0,56.38,101.0,2.67,3.078,3.65
732.0,56.41,95.1,2.56,3.094,3.39
733.0,56.49,102.0,2.73,3.085,3.38
734.0,56.45,91.5,2.51,3.078,3.17
735.0,56.26,105.1,2.94,3.088,3.23
736.0,56.37,102.4,2.41,3.091,3.14
737.0,56.21,101.3,2.51,3.086,3.15
738.0,56.08,104.9,2.56,3.084,2.94
739.0,56.03,108.3,3.01,3.085,3.0
740.0,56.08,105.1,3.12,3.083,2.87
741.0,56.09,90.8,2.54,3.078,3.1
742.0,56.03,93.6,2.57,3.08,3.13
743.0,55.99,96.9,2.67,3.086,3.19
744.0,55.91,100.1,2.93,3.084,3.22
745.0,55.89,102.6,2.55,3.083,3.36
746.0,55.55,96.4,2.69,3.077,3.6
747.0,55.42,100.9,2.91,3.08,3.54
748.0,55.35,96.2,2.74,3.07,3.73
749.0,55.14,96.9,2.69,3.081,3.77
750.0,55.11,93.0,2.79,3.087,3.96
751.0,54.98,386.2,6.45,3.071,4.23
752.0,55.06,379.7,7.03,3.074,4.52
753.0,55.12,385.4,6.85,3.077,4.58
754.0,55.01,415.8,7.07,3.08,4.78
755.0,54.95,385.8,7.09,3.07,4.96
756.0,54.84,439.5,8.07,3.068,5.15
757.0,54.7,407.4,7.28,3.06,5.43
758.0,54.64,402.8,7.43,3.069,5.44
759.0,54.5,387.1,7.33,3.077,5.91
760.0,54.3,410.5,7.62,3.067,5.9
761.0,54.28,391.4,7.4,3.064,6.2
762.0,54.29,401.8,7.38,3.064,6.16
763.0,54.13,438.4,7.79,3.061,6.5
764.0,54.15,398.6,6.86,3.055,6.64
765.0,54.01,417.2,7.41,3.062,6.72
766.0,54.27,389.5,6.87,3.058,6.68
767.0,54.62,399.5,7.63,3.055,6.89
768.0,54.87,426.6,7.56,3.048,6.81
769.0,55.18,390.6,7.08,3.058,6.95
770.0,55.39,427.2,7.72,3.054,7.1
771.0,55.71,410.6,7.37,3.046,7.08
772.0,55.97,391.6,7.41,3.052,6.98
773.0,56.18,409.5,7.22,3.044,6.85
774.0,56.44,414.6,7.46,3.041,6.96
775.0,56.58,409.3,7.19,3.039,6.82
776.0,56.8,376.4,6.58,3.033,6.49
777.0,57.05,389.1,6.91,3.043,6.69
778.0,57.32,396.3,7.14,3.03,6.49
779.0,57.53,398.9,7.1,3.031,6.47
780.0,57.79,409.3,7.2,3.026,6.08
781.0,58.06,402.7,6.96,3.034,5.71
782.0,58.42,380.0,6.88,3.033,5.88
783.0,58.63,405.7,6.98,3.03,5.7
784.0,58.74,409.2,7.49,3.025,5.31
785.0,58.92,408.4,7.34,3.023,5.18
786.0,59.12,416.2,7.15,3.03,5.36
787.0,59.33,412.5,7.33,3.023,4.85
788.0,59.49,406.9,7.15,3.026,4.75
789.0,59.61,398.9,7.25,3.019,4.42
790.0,59.8,375.1,7.09,3.023,4.09
791.0,59.99,406.4,6.92,3.027,4.09
792.0,60.26,403.1,7.27,3.022,3.91
793.0,60.42,404.1,7.23,3.015,3.73
794.0,60.59,380.8,7.05,3.017,3.61
795.0,60.72,383.8,7.0,3.013,3.51
796.0,60.91,415.8,7.29,3.013,3.35
797.0,61.02,399.4,7.13,3.01,3.13
798.0,61.28,410.2,7.19,3.01,3.21
799.0,61.34,400.4,7.42,3.01,2.9
800.0,61.52,400.4,7.21,3.002,2.84
801.0,61.76,414.1,7.79,3.001,3.09
802.0,62.0,392.3,7.07,2.997,3.05
803.0,62.47,401.4,7.08,2.995,3.0
804.0,62.71,393.1,6.79,2.996,2.9
805.0,62.8,393.5,6.74,3.001,3.01
806.0,62.97,395.4,6.81,2.994,3.12
807.0,62.99,403.3,7.3,3.0,3.08
808.0,63.18,392.8,7.19,2.996,3.26
809.0,63.28,418.8,7.17,2.985,3.52
810.0,63.55,386.6,7.18,2.996,3.73
811.0,63.69,397.2,7.06,2.996,3.7
812.0,63.86,393.4,7.13,2.985,3.98
813.0,63.98,421.7,7.85,2.991,3.88
814.0,64.36,402.9,7.42,2.983,4.32
815.0,64.51,415.5,7.38,2.986,4.36
816.0,64.92,377.7,6.69,2.978,4.67
817.0,65.17,404.0,6.83,2.974,4.81
818.0,65.39,413.3,7.26,2.98,5.17
819.0,65.56,401.2,7.18,2.98,5.15
820.0,65.74,416.0,7.24,2.977,5.5
821.0,65.68,392.2,7.06,2.971,5.6
822.0,65.83,421.1,7.53,2.974,5.8
823.0,66.08,434.5,7.67,2.976,5.97
824.0,66.24,394.6,6.99,2.973,6.08
825.0,66.26,393.3,7.13,2.972,6.32
826.0,66.41,421.8,7.62,2.967,6.45
827.0,66.73,423.7,7.34,2.974,6.61
828.0,67.07,392.2,7.36,2.961,6.71
829.0,67.24,393.7,7.09,2.968,6.88
830.0,67.5,395.8,7.14,2.97,6.97
831.0,67.57,379.8,7.04,2.965,6.83
832.0,67.52,386.2,7.04,2.96,7.06
833.0,67.59,384.9,7.16,2.957,6.88
834.0,67.89,388.5,7.08,2.964,7.06
835.0,68.01,399.5,7.07,2.95,7.04
836.0,68.12,403.5,7.32,2.951,6.75
837.0,68.27,423.3,7.32,2.952,6.89
838.0,68.64,385.0,7.0,2.959,6.76
839.0,68.92,414.8,7.41,2.953,6.63
840.0,69.28,396.8,7.11,2.945,6.73
841.0,69.43,399.3,7.16,2.947,6.4
842.0,69.6,410.1,6.98,2.944,6.24
843.0,69.59,383.2,6.84,2.942,6.17
844.0,69.86,405.7,7.3,2.949,6.07
845.0,69.86,402.5,7.27,2.936,5.81
846.0,70.0,407.4,7.11,2.949,5.75
847.0,70.0,404.3,7.52,2.944,5.5
848.0,70.07,436.8,7.58,2.944,5.03
849.0,70.1,390.4,7.25,2.935,4.99
850.0,70.15,392.0,7.17,2.935,4.79
851.0,70.23,390.7,6.93,2.927,4.7
852.0,70.31,391.7,7.43,2.93,4.19
853.0,70.5,390.4,6.82,2.934,4.52
854.0,70.53,417.8,7.65,2.936,4.13
855.0,70.67,421.3,7.72,2.923,3.92
856.0,70.9,391.4,6.94,2.925,3.87
857.0,70.95,387.5,7.29,2.925,3.83
858.0,70.97,407.1,7.26,2.917,3.55
859.0,71.07,391.7,7.13,2.925,3.44
860.0,71.31,409.5,7.39,2.917,3.25
861.0,71.43,403.0,7.22,2.919,3.14
862.0,71.52,377.3,7.02,2.916,3.04
863.0,71.71,423.2,7.71,2.913,2.95
864.0,71.71,426.9,7.25,2.915,2.94
865.0,71.88,390.8,7.32,2.913,2.86
866.0,72.01,394.2,6.78,2.91,3.0
867.0,72.1,404.3,7.47,2.907,2.87
868.0,72.09,405.0,7.5,2.911,3.11
869.0,72.15,409.9,7.13,2.916,3.16
870.0,72.35,430.2,7.57,2.907,3.27
871.0,72.55,397.3,6.94,2.91,3.3
872.0,72.59,388.0,6.98,2.897,3.79
873.0,72.75,379.3,6.83,2.903,3.75
874.0,72.63,389.0,7.19,2.895,3.64
875.0,72.69,399.5,7.45,2.892,3.95
876.0,72.78,426.9,7.88,2.894,4.04
877.0,72.78,392.2,6.97,2.902,4.19
878.0,72.82,403.4,7.21,2.9,4.34
879.0,72.86,399.8,6.86,2.895,4.72
880.0,72.99,417.8,7.31,2.884,4.8
881.0,73.04,437.9,7.96,2.889,5.17
882.0,72.93,392.0,7.4,2.89,5.37
883.0,72.84,392.7,6.84,2.888,5.6
884.0,72.87,415.7,7.32,2.877,5.57
885.0,73.04,410.2,7.35,2.88,5.89
886.0,72.84,427.7,7.67,2.883,6.08
887.0,72.87,408.8,7.17,2.884,6.14
888.0,72.89,394.6,7.2,2.869,6.26
889.0,73.12,408.9,7.24,2.878,6.64
890.0,73.2,416.6,7.45,2.878,6.63
891.0,73.39,412.3,7.49,2.88,6.78
892.0,73.48,407.6,7.32,2.878,6.73
893.0,73.35,416.0,7.35,2.876,6.77
894.0,73.5,417.5,7.44,2.867,6.89
895.0,73.62,420.7,7.49,2.86,6.97
896.0,73.82,409.7,7.27,2.866,6.89
897.0,74.32,397.5,7.11,2.872,6.99
898.0,74.16,402.2,7.55,2.872,6.8
899.0,74.43,418.1,7.58,2.868,6.82
900.0,74.49,387.7,6.96,2.865,6.94
901.0,74.64,405.5,7.42,2.863,6.85
902.0,74.71,394.1,7.04,2.857,6.65
903.0,74.75,400.4,7.44,2.858,6.47
904.0,74.77,419.2,7.56,2.865,6.34
905.0,74.9,402.9,7.22,2.851,6.26
906.0,74.85,400.7,7.3,2.862,6.2
907.0,75.02,379.6,6.58,2.851,6.06
908.0,75.06,411.2,7.14,2.858,5.74
909.0,75.04,409.7,7.11,2.843,5.49
910.0,75.1,432.4,7.72,2.851,5.44
911.0,75.3,395.4,7.48,2.843,5.13
912.0,75.32,403.3,7.7,2.838,4.96
913.0,75.45,403.7,7.38,2.845,4.95
914.0,75.48,423.7,7.66,2.847,4.7
915.0,75.61,398.6,6.82,2.836,4.44
916.0,75.77,404.2,7.15,2.832,4.11
917.0,76.01,409.1,7.18,2.837,4.07
918.0,76.07,402.8,7.12,2.836,3.99
919.0,76.24,393.3,7.07,2.838,3.68
920.0,76.31,402.9,7.15,2.838,3.71
921.0,76.51,416.1,7.05,2.832,3.57
922.0,76.45,384.6,7.12,2.84,3.49
923.0,76.58,402.0,7.02,2.83,3.25
924.0,76.62,389.5,7.09,2.826,3.2
925.0,76.71,417.9,7.88,2.818,3.22
926.0,76.8,377.2,6.67,2.824,3.08
927.0,76.92,391.6,6.57,2.822,2.96
928.0,76.98,405.7,7.23,2.827,2.96
929.0,77.1,423.5,7.77,2.823,3.04
930.0,77.28,399.0,7.58,2.813,2.92
931.0,77.43,391.7,6.83,2.819,3.09
932.0,77.56,428.2,7.72,2.82,3.29
933.0,77.56,378.3,6.78,2.823,3.05
934.0,77.51,367.0,6.68,2.818,3.53
935.0,77.66,406.6,7.83,2.816,3.61
936.0,77.78,392.5,6.79,2.811,3.59
937.0,77.97,384.7,7.02,2.811,3.85
938.0,77.94,410.6,7.45,2.814,3.96
939.0,77.96,403.7,7.47,2.8,4.26
940.0,77.89,391.5,7.09,2.803,4.42
941.0,77.86,380.8,6.97,2.8,4.37
942.0,77.95,413.1,7.32,2.804,4.76
943.0,77.96,409.8,7.4,2.807,4.88
944.0,78.11,398.5,7.11,2.796,5.11
945.0,78.17,427.7,7.74,2.786,5.23
946.0,78.22,383.9,6.89,2.794,5.67
947.0,78.19,377.1,6.93,2.799,5.79
948.0,78.21,389.6,7.04,2.796,5.8
949.0,77.91,399.3,7.41,2.794,5.92
950.0,77.99,403.7,7.24,2.789,6.18
951.0,77.84,396.4,6.79,2.783,6.41
952.0,77.99,405.3,7.53,2.79,6.53
953.0,78.14,381.2,6.74,2.782,6.75
954.0,78.25,421.7,7.39,2.796,6.82
955.0,78.44,398.8,7.06,2.786,6.92
956.0,78.36,416.8,7.73,2.779,6.93
957.0,78.59,405.1,6.85,2.777,6.81
958.0,78.74,406.9,7.93,2.778,6.97
959.0,78.75,408.5,7.54,2.776,7.11
960.0,78.94,406.7,7.35,2.781,6.99
961.0,78.84,409.6,7.33,2.775,7.02
962.0,78.78,419.9,7.56,2.769,6.89
963.0,78.74,402.9,7.35,2.781,6.75
964.0,78.75,410.6,7.49,2.77,6.76
965.0,78.68,398.7,7.29,2.772,6.7
966.0,78.81,421.6,7.54,2.764,6.49
967.0,78.85,389.9,7.01,2.767,6.4
968.0,78.88,427.0,7.57,2.766,6.18
969.0,78.88,399.4,7.15,2.753,6.22
970.0,78.72,378.5,7.1,2.771,5.91
971.0,78.83,401.9,7.35,2.766,5.9
972.0,78.65,389.8,6.46,2.756,5.72
973.0,78.74,412.6,7.52,2.751,5.37
974.0,78.67,390.2,7.09,2.757,5.08
975.0,78.92,393.3,7.1,2.754,4.77
976.0,79.06,371.7,6.7,2.754,4.63
977.0,79.13,393.2,7.32,2.752,4.44
978.0,79.31,363.6,6.84,2.752,4.53
979.0,79.28,376.2,6.69,2.756,4.21
980.0,79.37,411.4,7.45,2.75,4.06
981.0,79.45,411.8,7.18,2.74,3.63
982.0,79.49,406.4,7.02,2.751,3.58
983.0,79.68,385.5,6.86,2.751,3.64
984.0,79.78,399.3,7.36,2.757,3.45
985.0,79.83,399.9,7.39,2.734,3.29
986.0,79.71,382.6,7.04,2.74,3.26
987.0,79.58,422.6,7.68,2.727,3.29
988.0,79.62,413.2,7.5,2.738,3.05
989.0,79.65,396.7,7.02,2.731,3.03
990.0,79.56,400.4,7.29,2.742,3.02
991.0,79.79,403.1,7.41,2.727,3.24
992.0,79.98,369.4,6.89,2.721,2.81
993.0,80.04,396.3,7.38,2.726,3.13
994.0,80.03,389.8,7.19,2.717,3.1
995.0,80.06,385.0,7.04,2.729,3.25
996.0,79.99,395.8,7.35,2.714,3.22
997.0,80.0,427.0,7.6,2.723,3.39
998.0,80.03,409.6,7.17,2.711,3.59
999.0,79.94,391.4,7.04,2.718,3.98
1000.0,80.02,408.6,7.18,2.726,3.9
